,Formatted ID,Name,State,Percent Done By Story Plan Estimate,Percent Done By Story Count,Project,Owner,Lead Team,Go Live Date,Actual Start Date,Actual End Date,Planned Start Date,Planned End Date,Tags,Display Color,Dependencies,Dependencies.1,Risk,Risks,Risk Score,Tech Category,Status
231,ST14725,ACET: Ability to generate member specific letters for LF groups via template in the ACET Desktop,Done,1.0,1.0,Member Experience,Geoffrey Balmes,Constituent Experience,2022-04-12,2022-03-23,2022-04-01,2022-01-01,2022-04-12,,#21a2e0,,0,,0,2,,
232,ST14728,8/1/22 FI Market Expansions  (PR3.5),in progress,0.8523,0.7412,Commercial Medical Product,Lori Maser,Commercial Product,2022-08-01,2020-10-01,,2022-01-01,2022-08-01,,#107c1e,,0,,0,0,,
233,ST14729,9/1/22 FI Market Expansions  (PR3.5),in progress,0.82,0.6443,Commercial Medical Product,Lori Maser,Commercial Product,2022-09-01,2021-01-07,,2022-01-01,2022-09-01,,#107c1e,,0,,0,0,,
234,ST14730,8/1 FI River Valley Heritage (RVH) Expansion,in progress,0.5706,0.3855,Commercial Medical Product,Lori Maser,Commercial Product,2022-08-01,2021-10-07,,2022-02-01,2022-08-01,Learn About My Benefits,#107c1e,,1,,0,0,,
235,ST14731,10/1 FI River Valley Heritage (RVH) Expansion,ready,0.4828,0.3636,Commercial Medical Product,Lori Maser,Commercial Product,2022-10-01,2022-03-15,,2022-02-01,2022-08-01,Learn About My Benefits,#107c1e,,1,,0,0,,
236,ST14733,NavigateNow LF - Market Expansion 6/1,Complete,1.0,1.0,Commercial Medical Product,Patrick Keran,Commercial Product,2022-06-01,2022-03-29,,2022-01-01,2022-06-01,,#107c1e,,0,,0,0,,
237,ST14734,NavigateNOW LF-Market Expansion 9/1,in progress,1.0,1.0,Commercial Medical Product,Shanti Kunchaparty,Commercial Product,2022-09-01,2022-06-22,,2022-03-01,2022-09-01,,#107c1e,,0,,0,0,,
238,ST14735,Leverage the Nexus ACO Product for offering for Level Funded,created,0.0,0.0,Commercial Medical Product,Lori Maser,Commercial Product,2023-09-01,,,2023-01-01,2023-12-31,,#848689,,1,,0,0,,
239,ST14776,Combined NY SG Vision and Medical Offering,created,0.0,0.0,Specialty,William Marks,Commercial Product,2023-01-01,2022-06-29,,2022-04-01,2023-01-01,,#848689,,0,,0,0,,
240,ST14777,Enable online claim submission for Vision integrated under medical  (Large Group),in progress,0.0,0.0,Specialty,William Marks,Commercial Product,2022-07-01,,,2022-03-18,2022-07-01,,#848689,,0,,0,0,,
241,ST14778,DHMO,created,0.0,0.0,Specialty,William Marks,Commercial Product,,,,,,,#848689,,0,,0,0,,
242,ST14807,8/1 Nexus ACO Expansion,in progress,0.0,0.0,Commercial Medical Product,Lori Maser,Commercial Product,2022-08-01,,,2022-03-22,2022-08-01,Learn About My Benefits,#107c1e,,2,,0,0,,
243,ST14868,NODA (Notice of Document Availability) for LF Business,created,0.0,0.0,"Quote, Install & Bill",Vijaya Mekala,Operational,,,,2022-08-09,2023-01-01,noESARequired,#848689,,0,,0,0,,
244,ST14869,Virtual Primary Care/OVC-1/1/2023,created,0.0,0.0,Commercial Medical Product,Patrick Keran,Commercial Product,2023-01-01,,,2022-04-01,2022-12-01,,#107c1e,,0,,0,0,,
245,ST14876,CORE Product for SB in MN Case Effective 10/1/22 (Preferred One exit plan),created,1.0,1.0,Commercial Medical Product,Lori Maser,Commercial Product,2022-01-23,2022-04-25,,2022-04-04,2022-09-30,,#107c1e,,0,,0,0,,
246,ST14877,Add Choice Plus as Out of Area wrap to (Oxford) CT Freedom HMO Small Group effective 1/1/23.,ready,0.0,0.0,Commercial Medical Product,Lori Maser,Commercial Product,2023-01-01,,,2022-07-01,2023-01-01,,#107c1e,,0,,0,0,,
247,ST14897,ICHRA Administrative Support (2023),created,0.0,0.0,"Quote, Install & Bill",Vijaya Mekala,Operational,2023-07-01,,,2023-01-01,2024-01-01,,#848689,,0,,0,0,,
248,ST14898,QIB - Install & Fulfillment 2023 Backlog,created,0.0,0.0,"Quote, Install & Bill",Dave Haas,Operational,2023-12-31,2021-02-25,,2023-01-01,2023-12-31,,#848689,,0,,0,0,,
249,ST14899,QIB - Enrollment 2023 Backlog,created,0.0,0.0,"Quote, Install & Bill",Vijaya Mekala,Operational,2023-12-31,,,2023-01-01,2023-12-31,,#848689,,0,,0,0,,
250,ST14903,Cirrus Purge and Archive,created,0.0,0.0,Scalability,,Operational,2023-12-31,,,2023-01-01,2023-12-31,,#107c1e,,1,,0,0,,
251,ST14909,QIB - Revenue Management 2023 backlog,created,0.0,0.0,"Quote, Install & Bill",Dave Haas,Operational,2023-12-31,,,2023-01-01,2023-12-31,,#848689,,0,,0,0,,
252,ST14911,ACET: Implement New EngageOne Letter Templates within ACET,in progress,0.6522,0.7778,Member Experience,Mike Ignacio,Constituent Experience,2022-07-01,2022-04-07,,2022-01-01,2022-07-01,,#fce205,,0,,0,0,,
253,ST14924,Colorado Public Option plans for FI Small Business,solutioning,0.0,0.0,Commercial Medical Product,Lori Maser,Commercial Product,2023-01-01,,,2022-05-02,2022-12-30,,#fce205,,0,,0,0,,
254,ST14935,Overpayment Recoveries Optimization-Partials 2023,created,0.0,0.0,Provider & Claim Payment+,Pamela J Occonnel,Operational,2023-09-01,,,2023-01-10,2023-12-31,,#848689,,0,,0,0,,On Hold: Cross Dep Impact
255,ST14936,Coaching+/AbleTo Virtual Behavioral Coaching Program (Fully Insured),in progress,0.0,0.0,"Consumer Engagement, Digital Therapeutic and Innovation Products",Shannon Maloney,Commercial Product,2023-01-01,,,2022-04-18,2023-01-01,ClinicalHZ,#107c1e,,0,,0,0,,
256,ST14976,"<font face=""""impact"""" size=""""3"""" color=""""red"""">----- 2024 BACKLOG -----</font> <hr color=""""red"""" size=""""12"""" />",Will Not Implement,0.0,0.0,"Quote, Install & Bill",,Operational,,,,,2022-12-31,,#df1a7b,,0,,0,0,,
257,ST14977,6/1 LF - <50 Case selection automation,Complete,1.0,1.0,"Quote, Install & Bill",Geetha Shrinivasalu,Operational,2022-06-01,2021-08-11,,2022-11-01,2022-12-31,Infrastructure;ForStatusReport,#21a2e0,,1,,0,0,,
258,ST14978,7/1 LF - 51+,Complete,0.0,0.0,"Quote, Install & Bill",Geetha Shrinivasalu,Operational,2022-07-01,,,2022-01-01,2022-07-01,Infrastructure;ForStatusReport,#21a2e0,,1,,0,0,,
259,ST14979,11/1 LF - LG Medical & Specialty,in progress,0.0,0.0,"Quote, Install & Bill",Geetha Shrinivasalu,Operational,2022-11-01,,,2022-01-01,2022-11-01,Infrastructure;ForStatusReport,#107c1e,,1,,0,0,,
260,ST14980,5/1 Oxford Specialty Benefits SG,Complete,1.0,1.0,"Quote, Install & Bill",Geetha Shrinivasalu,Operational,2022-05-01,2021-04-01,,2022-01-01,2022-05-01,Infrastructure;ForStatusReport,#21a2e0,,1,,0,0,,
261,ST14981,9/1 Oxford Specialty Benefits Extended SG,in progress,0.98,0.9913,"Quote, Install & Bill",Geetha Shrinivasalu,Operational,2022-09-01,2021-02-11,,2022-01-01,2022-09-01,Infrastructure;ForStatusReport,#107c1e,,1,,0,0,,
262,ST14982,11/1 Oxford Specialty Benefits Extended SG Automated-Renewals,in progress,0.8663,0.8235,"Quote, Install & Bill",Geetha Shrinivasalu,Operational,2022-11-01,2021-04-26,,2022-01-01,2022-11-01,Infrastructure;ForStatusReport;PET FI Renewals,#107c1e,,1,,0,0,,
263,ST14983,11/1 Oxford Specialty Benefits LG,in progress,1.0,1.0,"Quote, Install & Bill",Geetha Shrinivasalu,Operational,2022-11-01,2022-04-21,,2022-01-01,2022-11-01,Infrastructure;ForStatusReport,#107c1e,,2,,0,0,,
264,ST14988,Care Cash SG FI (UHC & Oxford),created,1.0,0.5,"Consumer Engagement, Digital Therapeutic and Innovation Products",Shannon Maloney,Commercial Product,2023-01-01,2022-02-21,,2022-04-25,2023-01-01,,#848689,,0,,0,0,,
265,ST14990,Operation Enhancements 2022,in progress,0.0,0.0,"Quote, Install & Bill",Geetha Shrinivasalu,Operational,2022-12-31,,,2022-01-01,2022-12-31,Infrastructure;ForStatusReport,#107c1e,,1,,0,0,,
266,ST14991,Production Defects 2022,in progress,0.0,0.0,"Quote, Install & Bill",Geetha Shrinivasalu,Operational,2022-12-31,,,2022-01-01,2022-12-31,Infrastructure;ForStatusReport,#107c1e,,1,,0,0,,
267,ST14992,Regulatory Requirements 2022,in progress,0.0938,0.1,"Quote, Install & Bill",Geetha Shrinivasalu,Operational,2022-12-31,2022-06-21,,2022-01-01,2022-12-31,Infrastructure;ForStatusReport,#107c1e,,1,,0,0,,
268,ST14993,Renewals - Support New Products and Markets 2022,in progress,0.0,0.0,"Quote, Install & Bill",Geetha Shrinivasalu,Operational,2022-12-31,2022-06-08,,2022-01-01,2022-12-31,Infrastructure;ForStatusReport,#107c1e,,1,,0,0,,
269,ST14994,Eliminate False Positive Results for Contracted Provider Look-Up in Provider Search and Directory,created,0.0,0.0,Provider Experience,Shane Gerardi,Constituent Experience,2022-09-01,,,2022-05-02,2022-12-31,,#848689,,0,,0,0,,
270,ST14995,Affordability: DDP Q4 Deployment of Lab and Imaging to support provider strategy on savings,in progress,0.5659,0.4262,Provider & Claim Payment+,Janet Marshall,Operational,2022-10-01,2022-03-24,,2021-10-01,2022-12-31,noUspProductArchNeeded,#107c1e,,0,,0,0,,
271,ST15013,LF Neonatal Resources Services - Infertility IL/MA,created,0.0,0.0,Commercial Medical Product,Tracy Plunkett,Commercial Product,2022-09-01,,,2022-05-02,2022-09-01,,#848689,,0,,0,0,,
272,ST15030,Level Funded Automation Optimization 2023,created,0.0,0.0,Provider & Claim Payment+,,Operational,,,,2023-01-10,2023-06-01,,#848689,,0,,0,0,,
273,ST15038,Data Externalization,in progress,0.881,0.7805,Broker and Employer Experience,"Grammatikakis, Georgia",Constituent Experience,2022-12-30,2022-01-27,,2022-01-01,2022-12-30,,#107c1e,,0,,0,0,,
274,ST15045,UT19-13444711 EI - Small Employer Stop Loss Insurance,created,0.0,0.0,"Quote, Install & Bill",Vijaya Mekala,,,,,2022-05-16,,,#848689,,0,,0,0,,
275,ST15056,Melanie,,0.0,0.0,USP,Ben Nasi Yisrael,,,,,,,,#848689,,0,,0,0,,
276,ST15057,Broker Experience Mobile App MVP,in progress,0.2589,0.1833,Scrumbledores Army,Heather Foxhill,Constituent Experience,2022-12-30,2022-03-14,,2022-03-14,2022-12-30,,#848689,,0,,0,0,,On Track: Current Release & Sprint
277,ST15066,Fertility Network Expansion,in progress,0.0,0.0,"Consumer Engagement, Digital Therapeutic and Innovation Products",Shannon Maloney,,,,,,,,#fce205,,0,,0,0,,
278,ST15074,CMP 2022 Enhancements - Post Product Release,created,0.175,0.2143,Commercial Medical Product,,Commercial Product,,2022-05-26,,2022-07-01,2022-12-31,,#848689,,0,,0,0,,
279,ST15079,PRIME EXCEPTIONS: OH MEWA on USP,created,0.0,0.0,Commercial Medical Product,Lori Maser,,,,,2022-05-16,2023-04-01,,#848689,,0,,0,0,,
280,ST15082,UnitedHealthcare Rewards Initial Product Build on USP (Level Funded),created,0.0,0.0,"Consumer Engagement, Digital Therapeutic and Innovation Products",Shannon Maloney,,,,,2022-05-19,2023-01-01,,#107c1e,,0,,0,0,,
281,ST15108,Member Group Opt - Retro/Add/Change & Newborn Elections (Level Funded)- PGA 2760,created,0.0,0.0,"Quote, Install & Bill",Vijaya Mekala,Operational,,,,2023-03-01,2023-09-01,,#848689,,0,,0,0,,
282,ST15109,4th Quarter Carryover logic moved to Group from Plan,created,0.0,0.0,"Quote, Install & Bill",Vijaya Mekala,Operational,,,,2022-06-01,2022-12-01,,#848689,,0,,0,0,,
283,ST15110,Reduce the timeline to compensate the correct Payee for retroactive Service Fee CRID changes.,created,0.0,0.0,"Quote, Install & Bill",Vijaya Mekala,Operational,,,,2023-01-01,2023-12-31,,#848689,,0,,0,0,,
284,ST15111,System/process enhancements that will allow the collection and review of appropriate documentation up front prior to enrolling a member due to certain qualifying events,created,0.0,0.0,"Quote, Install & Bill",Vijaya Mekala,Operational,,,,,,,#848689,,0,,0,0,,
285,ST15132,Ability to search 24 months of claim history using Provider Information (TIN/Provider search only) on the Provider Portal,created,0.0,0.0,Provider Experience,Hester L Blake,Constituent Experience,2023-12-31,,,2022-10-01,2023-12-31,,#848689,,0,,0,0,,
286,ST15133,Display Cancelled Claim Lines,created,0.0,0.0,Provider Experience,Hester L Blake,Constituent Experience,2023-12-31,,,2022-10-01,2023-12-31,,#848689,,0,,0,0,,
287,ST15134,"UHC PP: VBR - Display Delegated Services, Claims, FFS",created,0.0,0.0,Provider Experience,Hester L Blake,Constituent Experience,2023-12-31,,,2023-01-01,2023-12-31,,#848689,,0,,0,0,,
288,ST15149,Consolidated shopping experience FI and LF - 2023,created,0.0,0.0,Broker and Employer Experience,,Constituent Experience,,,,,,,#848689,,0,,0,0,,
289,ST15151,Fulfillment | Externally funded | USP Instance migration to COM360,in progress,0.2727,0.5,USP,Ed Welcome,Horizontal,2022-08-08,2022-04-05,,2021-10-18,2022-08-08,,#107c1e,,0,,0,0,,
290,ST15157,Nimbus Cloud Migration - 2023,created,0.0,0.0,Data Enablement,Uthra Sridhar,,,,,2023-01-01,2023-12-31,,#848689,,0,,0,0,,
291,ST15158,Nimbus - Moving off of legacy (Cirrus core) extracts to Nimbus - 2023,created,0.0,0.0,Data Enablement,Uthra Sridhar,,,,,2023-01-01,2023-12-31,,#848689,,0,,0,0,,
292,ST15159,Nimbus - Removing dependencies to C360 - 2023,created,0.0,0.0,Data Enablement,Uthra Sridhar,,,,,2023-01-01,2023-12-31,,#848689,,0,,0,0,,
293,ST15160,Nimbus - as the data platform for BDPaaS and DataLake data - 2023,created,0.0,0.0,Data Enablement,Uthra Sridhar,,,,,2023-01-01,2023-12-31,,#848689,,0,,0,0,,
294,ST15161,Nimbus - Third party vendor integration - 2023,created,0.0,0.0,Vendor Exchange,Uthra Sridhar,,,,,2023-01-01,2023-12-31,,#848689,,0,,0,0,,
295,ST15175,Establish UNET parity for Behavioral Health digital Coverage and Benefits experience for myuhc,in progress,0.0,0.0,Member Experience,Danielle Merkes,Constituent Experience,2022-09-01,,,2022-05-01,2022-09-01,,#107c1e,,0,,0,0,,
296,ST15180,AVA/ACET Integration,created,0.0,0.0,Member Experience,Mike Ignacio,Constituent Experience,2022-12-31,,,2022-05-01,2022-12-31,,#107c1e,,0,,0,0,,
297,ST15192,Align Care Cash renewal/reload date with revised medical plan anniversary date,created,0.0,0.0,"Consumer Engagement, Digital Therapeutic and Innovation Products",Shannon Maloney,,,,,2022-06-09,2022-12-01,,#848689,,0,,0,0,,
298,ST15227,FWAE - Enhance Analytics - Sherlock,created,0.0,0.0,Provider & Claim Payment+,Tiffany Hoover,Operational,2022-10-01,,,2022-07-01,2022-10-01,#Payment Integrity;affordability initiatives,#848689,,0,,0,0,,
299,ST15228,Affordability: FWAE - Facility Pre-Pay (Pay with Precision),created,0.0,0.0,Provider & Claim Payment+,Tiffany Hoover,Operational,2022-12-01,,,2022-08-09,2022-10-17,#Payment Integrity;affordability initiatives,#848689,,0,,0,0,,
300,ST15230,2023 Funding Mechanism,created,0.0,0.0,"Quote, Install & Bill",Dave Haas,Operational,2023-12-31,,,2023-01-01,2023-12-31,QIB;QIB Funding Mechanism,#848689,,0,,0,0,,
301,ST15256,2023 USP - Renewal: AIM ACIS,created,0.0,0.0,Commercial Medical Product,melissa bynon,,,,,2023-01-03,2023-12-01,,#848689,,1,,0,0,,
302,ST15257,ST13617,,0.0,0.0,Commercial Medical Product,Lori Maser,,,,,,,,#848689,,1,,0,0,,
303,ST15260,BIND to USP ecosystem - phase 2 (7/1 Go-Live),created,0.0,0.0,Data Migration,Glen Eiden,Migration,2022-12-31,,,2022-10-01,2023-06-30,,#107c1e,,0,,0,0,,
304,ST15263,Print LE Corporate Address for EOBs and PRAs for VA,created,0.0,0.0,Commercial Medical Product,Tracy Plunkett,,,,,2022-07-01,2022-10-01,,#107c1e,,0,,0,0,,
